CLASSIC_SUBID,CURRENCY,UPCOMING_REBILL_TOTAL,UPCOMINGDISCOUNT
ioWpoE1LRqumAH7fzWtXcQ,USD,19.99,0
mb60NnRgSZiP2r9LZv3Eww,USD,19.99,0
QDkczUugSCOQehVx-xR3Hg,USD,18.44,0
bvmBCjmdSH-QZdSShY1R-A,USD,19.99,0
abxIXDktQZKybi_FhywLIQ,USD,18.47,0
8b5RCBOjTT2c8zDdGHRiBQ,USD,19.99,0
_J0gvZ1ZRimQzYZpg5gIzA,USD,18.64,0
DZol4cCJRsS0BTMylLeSOA,EUR,19.99,0
1aYvOaXLQ6qxRbVdVvTcqA,USD,19.99,0
kjmAjJfyQHC8eA3vyGN3dg,USD,19.99,0
yJxCydESS4qxuMvGRZr-5g,USD,18.86,0
FOHaZArpTsCIN71xSTGrHg,AUD,33.99,0
Q5WF-ZtIQ0ecEYaH8H415g,USD,19.99,0
KZ2d9hy_TfmXGBx3tSbtdQ,USD,19.99,0
zaRKIS_BT6CPXbFp2vtyww,USD,18.68,0
P9nKhmKGS_q6wPBBphRECw,USD,18.68,0
a12tHEKaTp2ZidzFmXPxqQ,USD,18.47,0
q7lerA34SXqvXPhVLmr_GA,CAD,20.99,0
tJ0JsHOqQ1yKKMAWlzFg6g,USD,19.99,0
T7YyGOleQ1KKh-qUf4x0vA,USD,18.16,0
wZJiQJtfRsmkf1pQm8Tptw,USD,18.51,0
yoyoOrV6RYqC6wwREkL7ew,USD,19.99,0
bYOqnagISg6n3i_CMj4Aqg,USD,18.51,0
dBl2Hx5jQ8CfmGsc-xJ5Uw,USD,18.51,0
YYbiveEkT92xrBSJLdBFkw,USD,19.99,0
XdBc5Z7UQMWi5jIqoPpacg,USD,18.41,0
WeFgsNN4TBq7z7b3V0keew,USD,19.99,0
fO1mC5ETQDOtsuVc7XD7VA,USD,19.99,0
P4NC1y9bQaW8OXRsaVtwSA,USD,18.68,0
lHRkbj9-SQ-vHSPG34FDHA,USD,18.64,0
6PmsIlNeRkq1_o4du6Oiig,USD,19.99,0
LMGem1V2RwCTPT4KdZ3y_A,USD,0.99,0
WjbVf0vDQv-kfPOk4AiFmA,USD,19.99,0
9ITfN0rXTeKmTHKMRwLP5Q,USD,18.64,0
vdPC0Q7bSoCHTl4KFOqY-w,USD,19.99,0
t2K15qxwSZy1aJKg5quV8w,USD,19.99,0
TPOiGnulQdSSf3lGzvluOw,USD,0.99,0
rQ4Q-GvaQsmBG8yt2l9z7Q,GBP,14.99,0
gJl6BQiuST2h8M-r0-YKbA,USD,19.99,0
MxlEZ2O_Tmi-uFC8Jsb2hw,USD,19.99,0
sRDZITJqTMiGZNYCeqBwlQ,USD,19.99,0
5I6BZ90HTjaVlsoP5MuRYQ,USD,19.99,0
FQ8lG_mwQV-N2w2-ZIgdDA,USD,19.99,0
IriJflVpTyyZlOq-a4IsyA,USD,0.99,0
0pskqPTTQmazAoZz-bMR-Q,USD,19.99,0
ANGlNiM8SYyVdVbbpj5G9A,USD,19.99,0
v4bjovuLSjyzZvSnV2hqdQ,NZD,39.99,0
TNXNVtJrQpOKUt-pT6iAow,USD,18.86,0
gaXKTOb5Qru-5WQYJz7I1A,USD,19.99,0
gcl09dIcTTqxcFT0C2MLWw,USD,19.99,0
RAbj-q5eRnWjpj_JLiPuaQ,USD,19.99,0
fN5Kok5_ROSNom7CkHDSzA,AUD,11.99,0
DKq3K0APQB2tXHVKJogV3g,USD,18.77,0
jCrn7MGOT527v4M2jB96Uw,USD,18.54,0
q5Lj6yDtROmPJsDzmTPmaQ,USD,18.68,0
LXGBtGFNSXuNFc1lN41mLg,USD,19.99,0
C4hGvp9KSkm1Beylq8G2fQ,USD,19.99,0
DGuLftuaRAW4dq-R1huamw,USD,9.94,0
uyUj0NI1ScWZSuZWuIUo9w,USD,18.68,0
f3hVkvPtSUCLziBSG3X9fg,USD,18.68,0
X6waVXb7Tdqery5shTaAKg,USD,19.99,0
DeLps02zSPCbXYiwnO0wMw,USD,19.99,0
WmFGr3nySf-j1g9RPmHO9A,USD,18.81,0
OZuYHhcORB634mbpNmIyDA,CAD,24.77,0
4ND5f9YQSj-N77qzQYyRzw,USD,18.26,0
lBP5qvu2SueOz42N5Q6B-Q,USD,19.99,0
yokscdMvQKO_SjjNE--stQ,USD,19.99,0
O3k9u7d2TcOWSaPDgyAYrQ,USD,18.81,0
wOvldHHjRqSotzho2T94qQ,USD,18.68,0
i6DnuJsVQxm_-m7Ks7V-ug,USD,6.99,0
bS2QPM42TayJdeOalPT9Fw,USD,18.6,0
Bd8RAo8oSbyeTowLdaY37Q,USD,19.99,0
31s9dTJ4SSCUQHeDJmMREQ,USD,0.99,0
QGOdmCONS4yzDquiRKJB2A,USD,18.86,0
WVAAy27tR8Sod51YzSo8HA,USD,19.13,0
JksceIlGRQCsVVsfyMSiLg,USD,19.99,0
Mof2GiA2R12C2q2OXD1zLg,USD,9.99,0
IySkE7BySAiw8i_UqY-T6A,USD,19.99,0
eOxxFzEBR5a1GBZNg9o-8Q,USD,19.99,0
s2XaVS0DSVCB8F-PJSkNXg,USD,6.99,0
WAi4LL0dSiyppHzKL4hxMQ,USD,19.99,0
tYT01aWSSjOkQubUgfeL-w,USD,18.28,0
GTgE5UO4QR2fHpzeWKwRzw,USD,18.64,0
7AsZciScTAiclpRNktNkLA,USD,19.99,0
9TadbCq3TI2G9W7Ms_XmMA,USD,18.75,0
C1OLxgWfT2epuxl6Zh_15w,GBP,14.99,0
S3e-9Qv3SP6aNwmWXVmrFw,USD,18.81,0
x9cFFNF6SO2EBiT26Pfmbg,USD,18.47,0
g5CKlhKxQ1eFL0yfOEPniA,USD,18.64,0
sVgHVlIQT5qkEfqj0AHHZQ,USD,18.47,0
zPzdOA5mRE-V1nALud0c7Q,USD,18.47,0
M3OOHNsIRO-ogxh_uVJNjQ,USD,19.99,0
rbUTIepYRFW2W3dgHJFq9g,USD,19.99,0
sMT4JPoXR_-gWjsupNQ_KQ,USD,19.99,0
wG-L1oTTQGGqUmjCrjMh6Q,USD,18.86,0
p8xyZGzPQcaen4zgp43qJQ,USD,9.99,0
kRw1uGi6Q46DjcxQI7JBMQ,USD,19.99,0
NVoRexRcQHyMUerx8hFlrg,USD,18.62,0
O4AKvtG6Tf6WHUYdTs3Ecw,GBP,18.99,0
tu1doy0rTO6DSm-FRCd8Yg,USD,19.99,0
Ieb7gmM9RV2IyVAuwooX0w,USD,19.99,0
WnXylf-uTSqBieVoYm0ZnQ,EUR,19.99,0
1HfevVAjSWCbQhELlxegAw,USD,19.99,0
_-k928gYRcaITAL8axvh0A,USD,18.86,0
2FKk-KhDTraZOiJyRS0ovA,USD,19.99,0
XpL9gGxgRqCf4X3L8Cqd5g,USD,18.68,0
0SF8RPSyTsGTc9C52YAwsA,USD,19.99,0
d2RoehgBTdahU08LDl684Q,USD,18.64,0
Z8rtXcPURmSgWv2AogQtYg,USD,9.99,0
vcOioRKYR2mxRAttuX5ZEg,USD,18.51,0
ce0Ju5nmQ0O22iapd875mw,USD,18.8,0
UxKYlwHlSgORpNzoh2U62Q,USD,18.86,0
2TOVttSxSc2XjBH3c-SVBQ,EUR,19.99,0
x_t8IkOMS6-rWffQo3hVKw,USD,19.99,0
6VjFr9RAQ4aG16t-VNFHFg,USD,19.99,0
_gCOs3kkRM-8PI8feFTm0A,EUR,19.99,0
PHyZc2ZgTHKP-gzZ86yBZw,USD,18.47,0
4Nf1ILbyQEGTRwbqNyswqw,USD,19.99,0
ypPpVyP1Tu2DpShNWjq_oQ,USD,0.99,0
6e1NNhJwSMSGV7c9GYnMFQ,USD,18.68,0
7r7WjESiRAOHplawSjqDbQ,USD,18.81,0
T_N4NJvkQ5WAjpXnpBho8g,GBP,18.99,0
PBYQi8-tROeyEIx_BWxfDg,USD,18.95,0
rGbWs102SVS8mjopevMJrA,USD,18.64,0
apQY32x7RlubPo7bo2XE_g,USD,19.99,0
MrMbbKexRJ-nA1gmrpyelQ,USD,19.99,0
IgvxbpEzR363Qhyw1rA_kQ,USD,18.68,0
3QWmkADvQoC9UjTfJBgFIw,USD,18.43,0
u4qT0oToT4GErC6O2qJGOg,AUD,21.99,0
P19bbiJVQuuu9efW-IHs0w,USD,19.99,0
uYzr4_z2RuyuCUzhW6P-EA,USD,19.99,0
qlyI_PKIQhi7l-5aio8Yqw,USD,19.99,0
XegU9w5NTt-LYlJfaqWi_A,USD,19.99,0
hGej6aIIQFGu1okjxHshCA,USD,19.99,0
ywbN93JyQJKjEVWUaIb8Qw,GBP,19.99,0
Qr8PACHiRE2ADuJz2M-cjg,EUR,15.99,0
MznbGMApQ2qKlkEeWYszPQ,USD,18.51,0
PBr6fpNCSWe0mru1n6Gyng,EUR,19.99,0
-syupk2wThmn655zNpCMpg,USD,19.99,0
kFIGlrvfRnWKhb2ROMolaw,USD,9.99,0
StdqtJ4BR0WI-65LjKD5iw,USD,18.86,0
p5QcU57FTmGpnguLFraaiA,USD,18.36,0
nTnL4aHbSYqrXG8lVFnAdA,USD,18.82,0
quHhnTjISNiZ9iAvml3KZA,USD,19.99,0
Jg6nVU9ERgGnNtIcYY68eQ,CHF,10.99,0
pXi8DUHnQ5GHJwu-ic6kmg,USD,18.47,0
Tr_VdJT6Q7uRk63qEADGFg,USD,19.99,0
nJQR9LFUQy6qZwbDl_lfBg,EUR,19.99,0
RuFGfeGIQy-UcP-xUwCTCA,USD,18.86,0
kRCusiBkQyWBSSql_dnBxA,USD,19.99,0
G-HoUx_2QfCxk3GUg3XG5Q,USD,19.99,0
DcYVWD8cTzqxRRrAuKenog,USD,19.99,0
giqB3eHVRrmQ3zCiIlS0_w,USD,18.68,0
Pn9bjWEER5ythK080HT1Mg,USD,0.99,0
8cSih6_KT6WDHTOadgmHVw,USD,19.99,0
UNhjprwISKGh13q2vy9row,USD,19.99,0
LnyPVx5-TwuZukKMfDkazA,GBP,18.99,0
SWRw9h8QQ-CVQAvRlDhCtA,USD,19.99,0
e4Bn551JTAicszBbtbulZA,USD,19.99,0
qOb6BTWDTfaA-uVABKrYLg,USD,19.99,0
QOjQATy6Sqe7_RYwzTAgGQ,USD,9.99,0
UUuk_6AuTkuaudyyRrlAyw,USD,18.64,0
k40pUdBOQdO1PPWp2mOoPA,USD,18.73,0
hivmCsYvRXKGPlstWj9Zsw,USD,19.99,0
sQH7F1C-TYq1bTJGb1_t1A,USD,19.99,0
An-S54ApStGpvmjJZL74ZA,USD,0.99,0
UlUhUsrvTQCzsUjIIudWKw,USD,19.99,0
QkC2pMswRWCRYvqMEldxDg,USD,18.86,0
ybau0enNRgeQXW52jk0eAA,USD,19.99,0
4TfMr8FVTL6jL24Rckh5VQ,USD,18.68,0
FNog7CIQQoKlRm8kTy7OBA,USD,19.99,0
hnhQ3X-yQuqBbBtTBZ_NUQ,USD,14.99,0
sfZNuSU4Tjy4LgInMK9HrA,USD,18.51,0
DnTqETdbRgygMC94lUDzJA,USD,19.99,0
sfHTAeVeRDGi6aqY21pCJw,USD,18.68,0
n3N7P3wAQC6_2ZZ4noVAwQ,USD,19.99,0
Q49DH6V_RhO6J4texpQCwA,USD,18.86,0
fIuRU-fsSqiNkeXIShmxjg,USD,18.81,0
z9sEClmDQNW1ScSDUb3BdA,USD,19.99,0
zqyPL8TGQDiwVxJ47XFpiw,USD,19.99,0
cZmgmoDVTR2d747REcr8CQ,USD,19.99,0
YGoYPkgGSweWCHyxN3caMg,USD,18.68,0
fNB7uu7-TlC61g8qBlrEnA,USD,18.68,0
RzEjoAjsQ_mH0IV_VUIyLg,USD,0.99,0
mPfLeUFtTCaaV5ciKaTLvA,USD,18.86,0
9P9shvTnTdyCLEgL5qnaFw,USD,19.99,0
Lp6Uz0ihQEepYdzcHIkKGA,USD,19.99,0
x5Rg_FlHTF2HvWOk7kiqig,USD,18.73,0
D0UUyF9UTKO-d-xBT9WsHg,USD,19.99,0
2VQzGEBGQOCq39a44BD8Mg,USD,19.99,0
sbZEJ0mhSoW8oCwEIV46mw,USD,9.99,0
aK5A7fnzSzyEWkQ5GmEKkg,USD,18.68,0
86V-mv60RXWL5n7di14eHQ,USD,19.99,0
a9_Ll83bTrO3rrEVVU_cdw,USD,19.99,0
4yw7wLbARdmz13Hnoe_3EQ,USD,19.99,0
bVTEzBueQNKtM7Hxkgugww,AUD,1.8091,0
H4u0odN1RweiaeGSxqkAgA,USD,18.47,0
9VDiscGWQeCt-1x4VLDLDg,USD,18.75,0
T78MCIxtQBaK9JV8XEdcLA,USD,19.99,0
L6BTL-gpQ7ibL-Lwk34nQw,USD,18.4,0
WSpe0zqoQo-fGz8FC3grnw,USD,18.47,0
TLisNonbSheG3r50jfdY6Q,USD,18.51,0
-l0yAHAeRiOkpD8SLmCRnQ,USD,19.99,0
aXSpJHOpT_-q_vndu7exrA,USD,18.16,0
sPqgha20R3iDD6nNdRyF7g,USD,19.99,0
7nB3-uUdSHeGD0X0_5XS_g,USD,9.99,0
rNI-JpVCT0S2y5XwLhtgTg,USD,19.99,0
5Q6Of0NiTsC4NsULx-y_pA,USD,18.5,0
ecxLRnDmQjKPPmvWvOeXuQ,USD,19.99,0
RWI6RKNhTHW3AJaaPetuTw,USD,9.99,0
nyeRY_hqTFGjRf8zmU8hBw,USD,19.99,0
8YQu50bgT-iHKNS3UPT0Ow,USD,18.8,0
0wy1tZlsTei3-jPT9uVRuw,USD,19.99,0
LqKMg9-aROizqHfUWLIvAQ,USD,18.75,0
6_l0MYifTTGAL6JWV1g0Mw,USD,19.99,0
pwKXTEJ-TBihegeRwo_xfw,USD,19.99,0
VHkq2kTOQ26DSgKF-KH1-Q,USD,0.99,0
vSkm7ClxQCe0Y6Z9t_uR9g,USD,19.99,0
4zGnqPCYTMGS3gDyuHi40g,USD,19.99,0
OLeZ-SyRS6qowz3ohXVOAQ,USD,19.99,0
PvGRJ2mWQtScd7SnpKPCUw,GBP,17.99,0
EBqdhwVKSPaHWupAOelZog,USD,19.99,0
FAl3sYIoSyGsxIKGB45GgQ,USD,18.26,0
IMMP9kelSX2dTOd-Qgb_6g,USD,18.64,0
i0V9d9xyQqG6w11CHGn3eg,USD,19.99,0
6Kslaku7SoqVfaKkK40pAg,USD,0.99,0
g6nGvilMToq1mEgTSVQ-LA,USD,19.99,0
AqnMb8ooTGyyGF4CU3OYPg,USD,18.68,0
_gE7cfvBSKmpB3FnQWHi9g,USD,18.81,0
Nh1qReREQAO366XeBubwsw,USD,19.99,0
3PfXc1IgT-ySbIsLEGhAdQ,USD,19.99,0
A6m3qW2mTKuJUpSSqTpp3g,USD,18.6,0
px0U9PvETpW9EWLXzhz9ow,USD,19.99,0
bYGVf9mkTkSePDC_DgP5Jg,USD,0.99,0
c_81ZVc_TPKabaMfF4qHfg,USD,19.99,0
hRO-b3LZTcO0B6Z411-fRg,USD,18.86,0
E6Ul-MDGSJufWmAG5JTN1A,USD,18.73,0
3wRl2T-6RSac4XwTumW_Gg,USD,19.99,0
MnM9oL0qRvOKmgi_iXzIWg,USD,19.99,0
h2Y25ab-QompVQeeHKd5LQ,USD,19.99,0
xe8ZKY7VTfWUYJb20w0H9A,USD,19.99,0
2DBirRUbQF6ri-5Gf_2cPw,USD,19.99,0
aSO_x7IuRpuYU8GacR6grA,USD,18.64,0
BVjgY8I_Qr275xkJCNlxSw,USD,18.68,0
Td5Lz1qtTUKo5P5JZ1bNcw,USD,0.99,0
EWHrUo19QbePnefxqu7KPw,USD,19.99,0
wTGoRPcsSmedgxl5FcWXLg,USD,18.64,0
HspZxY1DQVyReLq2Ot16iw,USD,18.44,0
Fx3i1t-XQrOf1rD5gy7pHw,USD,19.99,0
VVyCNqz7R-uwxjH9Qovvhg,USD,6.99,0
yJKEmMLXTEC50NwwPRUG_w,USD,18.77,0
Ixq4L40NTWGEg0hqp8Oetg,USD,18.64,0
Jddh_TMoSM-N3wGkDAct3w,USD,18.68,0
05Di3i3OSuyefe8Wh8-ZPA,USD,0.99,0
IIEjEA6PTBGrBsXj7XMY3A,USD,19.99,0
Hq16_BLqTsuX3Vuqhd9cNQ,USD,19.99,0
l53oJqygTsa74hHyM1lY6Q,USD,18.47,0
yrMEEGr3QYCzvreqjSyxjg,USD,19.99,0
nek1GtZVQbuxPH9c5qdFSA,USD,19.99,0
j1_OLH8MRn2rAkE2N8U3GQ,USD,18.47,0
BQSaz3X_RiSVsXNE-_sbxA,USD,19.99,0
AL5qv0w9Qq20KMP7mAHEYA,USD,18.6,0
PLbWE814SgKZUnOv4uChHA,USD,19.99,0
AfvQPQViRoO-ZjLYLOMB6w,USD,0.99,0
_IELxDL5TEeIRYB8AlZFbA,USD,9.99,0
xIvPd21zSJ-rsTfwy9OBGQ,AUD,33.99,0
iC9dP0bGQm6IPDPbSI0bcA,EUR,19.99,0
DYdPfVM0RvWrgsrHspxbSg,USD,19.99,0
V0ETFNQeS-6xBdInIPRAfA,EUR,19.99,0
JDOcjFEKScy1SiUx7dNQsg,USD,9.99,0
d2TccLzNQ5GxPjBMSyar2A,USD,19.99,0
SWdII4zdRbyNIJAp_KuNUQ,USD,19.99,0
YxzV-7gjRWWyf3uygfbfjw,USD,19.99,0
cb4VwEwXR3KohshO1DmHBw,USD,19.99,0
YRCbTWL3SWWnsIqw_nBIKg,GBP,14.99,0
nc3csbCVTnqkoaM3H3tWsw,CHF,15.99,0
smguvXvzTpaDQdNmGJs2Pg,USD,19.99,0
Gbg06Q4aQ-i6d2c7Dew9lw,USD,19.99,0
VSP9bHusTcCITG77VttsCg,USD,18.81,0
JjG8fMKNQpiEW_X-UJzHlw,EUR,23.99,0
KrreWNK1Sfqci9wAREGkZg,USD,19.99,0
_oDgA-FRS4mJZOPdVAvKcw,USD,19.99,0
YJmI2GS-SASE0w3zPh1Vgg,USD,19.99,0
ryRqcZgjQr-YuNuHfZSL4A,USD,19.99,0
3qDkBQ4WRt-sFf6mpEY3DA,USD,18.64,0
uye6FXEcRK2H98cWUVi1mg,USD,19.99,0
Ovj3vBNlRzW69DrItornGQ,USD,19.99,0
Ovz45YazTXWljHpiqDP1hQ,USD,19.99,0
9u7A9m5ISvWw6jXSolRPMQ,USD,9.99,0
t1ObI8RmQbK_c7bBnICrNA,USD,9.99,0
V5IC3xMhRT-60dAU9kzASg,USD,9.99,0
Ab_5FO2nTkiSgxKAMc47Cg,USD,18.68,0
xA9zHjwBSm-mxWH3XI5c_w,USD,19.99,0
6M6csyasSYi0BpLPfjDWug,USD,18.81,0
wuVEfQNyTY2-1GXAAJu2JQ,USD,0.99,0
1Bhb9D2iSFqbjds9EQp11g,USD,18.29,0
FlXLQih0QxOp6qGAwmAB3A,USD,0.99,0
F4RrI09TTQOuSZuEd8sEUA,USD,18.86,0
aU5I6t0wTLuH3rmBmF9StA,GBP,9.99,0
xR-haEinQjeE5OpJ_0jxOw,USD,19.99,0
TLUlDbFJRfCsRsp1XzDE0Q,USD,19.99,0
9TyGyoHjSOm-1YnvVmmzdQ,USD,19.99,0
ZqnV9utaQtS3vLcbpkAK0Q,USD,18.34,0
in-tarOiRUqGF9Xu0od8ZA,USD,18.31,0
3hCBkh-qT5iSI4CuL7Co6Q,USD,9.99,0
-fW-IJS0S4q1XxVveXRsSA,USD,19.99,0
3tFtlf8cTNunRZbsqwXPqA,USD,19.99,0
voVDeVlnSEm8uVZUFa3-iw,USD,18.6,0
AgBplQg3Qn2U9ggKAR4yDg,GBP,17.99,0
WWV6PjVQROSncrnvzMlM3w,USD,0.99,0
Uyyrqa6xSuONZ52qd48Vvg,USD,9.99,0
LQfEd7t_Q72bwO6wCkdcMw,USD,9.99,0
wCZZ_gxvT-ufnQG5-bQpfg,USD,18.64,0
5A4lSvpJRWejquTsY7k36w,USD,19.6583,0
_Zh0wtgJRlOm74ToG9krkw,USD,18.68,0
x3TOljY5TTiCkqcu8juJtg,USD,19.99,0
u9DPih40QvSNrozyGJTwyQ,USD,19.99,0
gRTmLTE0SYOgSnLl1Xk-8A,USD,18.51,0
XFCUFOjOT8uEeGtRQbZOMQ,USD,18.64,0
WeoKiqPmQ8qEluabF61edA,USD,18.68,0
3gAh3VrETwC_eCQl_IoiYQ,USD,19.99,0
cc38XvnzRzC-5eqF07mAaQ,USD,0.99,0
BS7FshrxQHqPN0onYRL3pQ,USD,19.99,0
DvTghMYiTjSakxehoojATw,USD,19.99,0
tCS40CeGQT6WrCbvoZsqHg,USD,18.77,0
4GAHmFx2QWm8bdrHeygahw,USD,19.99,0
qdOyYZnBSIaD5K8m4J8Iqw,USD,18.68,0
hOYusTVnReaeuaxNJTkS9g,USD,19.99,0
80IZR9p5ROyWPVU04JpdHA,USD,18.68,0
Fj_C1E9VT-2_KmzH4G3UGA,USD,18.68,0
YeO4KUUDQjKaJote8N8ITg,USD,9.99,0
NZKLsX0KTsKWCw4xi6GF8g,USD,19.99,0
C6jBPx1CRk-MeQaRqZG7gQ,EUR,19.99,0
Nod491HvSya7N5jNxygQyA,USD,19.99,0
q9_stvQzRGesi1e6v2S4fQ,USD,9.99,0
qFpfBlzGQZ6eHLvA4t6Edw,USD,18.21,0
JVD-FU5UTjG6gIPiciu2Yw,USD,19.99,0
hTs8P_ZzSCaJcDqNoizl6Q,USD,19.99,0
aPrG1_pfRhqpXu4hjVB4Ew,USD,18.86,0
9V4DSk9LQlyPA43aNAUynw,USD,19.99,0
-iG5ULShQb-45nTqyqEjlg,USD,18.47,0
Y2yh5mAFSM6OUtrtVV5RBg,USD,18.6,0
TdSfrjVyTZGZlQM9jHGR_w,CHF,20.99,0
yVIHM2-NQi6ENHlHE1su4A,USD,19.99,0
VK0mSLkHRset97GD9tv8KQ,USD,19.99,0
gbtiUKIbRE-1E0Swzc5QXQ,USD,9.99,0
YEOylZZgSQioJ7XFkJq_uw,USD,19.99,0
6RJWSyWQRGmdX_JlVxoEtQ,USD,9.99,0
K8QvIXrjT8qP9qidVRFlIw,USD,6.99,0
BsuGVgeQS3C1kwJAhdjNNQ,USD,19.99,0
LpUWStluRBSfanGnejb0kQ,EUR,9.99,0
Bw0D_gPkSbyPbBlpLKBRqA,EUR,1.99,0
Erd02NFgSKunhHdPg7009w,USD,19.99,0
9Ry_3xRHSrOKkF30JIO0-g,USD,0.99,0
ItS4BJyvSNydtgjzlmOh7w,CAD,27.99,0
Ys9pUev-S--Cc70h-guNgA,USD,19.99,0
oK_6H5MKRwuDTEkRtcCJZA,USD,9.99,0
5TeZB5k2Q1CePCGKc-93WA,USD,19.99,0
J4_e-thkR4KvL-zNw6DfEA,USD,19.99,0
7DXmcktKRpGdT1q9OkhEMA,USD,19.99,0
Wdv2gn-KRqmTXqcYcnNyGw,USD,19.99,0
f_gxAIloSvyFP_pjMYBFHg,USD,19.99,0
Pm7sbYYsQ7yQsRZDU0iryA,USD,18.64,0
c-JxSpRFRT6t4I41dfvrkw,USD,18.86,0
JperfddLTPaPizk7gYx5wg,USD,19.99,0
jjbDRDgTQP6hw_ZjKDS7lQ,USD,9.99,0
lOp-M6UFTqCrMpGpIZMf3A,USD,19.99,0
9SJdrZUEQRC1I6uf4KX2YA,USD,18.36,0
wLe5VIN2SZGavne4nFV3Eg,USD,18.64,0
FRUSCIHUQUOpRbSd7sySlQ,USD,19.99,0
i0ylIynXQD-saZnXD22ANw,USD,18.68,0
aqy46cnHTPii2yBaU54GwQ,USD,18.68,0
4wkyOjjER5ivqCXkA5o5Fw,USD,18.47,0
8TW9ANBnQdeyUE-U2LcXfg,USD,18.86,0
-hLdKc4yRkKT9GXXDxeOQw,USD,18.51,0
YdYN9nY3QA-jKLkn8-PvFQ,USD,19.99,0
P4DhyDCbSNqIRuB671Fbsg,USD,19.99,0
ipY7-x4VQuO-ldzb2UoiHQ,USD,19.99,0
XxTH3N9jTI-i2rHwsyniSA,USD,19.99,0
QACfexUbRDuVvDLMQEXZmQ,USD,18.21,0
E0POm_f9SxK-HGdO4zcsNA,USD,19.99,0
ON7XMEq2QN6eGf3eWdWiYg,GBP,21.99,0
KIgGvaWYQgSsZatewQZFDA,USD,19.99,0
eU0iIXo0RhKknY8L8LR1DA,USD,18.54,0
rKR_yAM8S76YmcbUrPcuig,GBP,14.99,0
BmQ5w8SASwS0T9SQno_3ww,USD,6.99,0
TstFjGBOQ2yGjurxg2Cv9g,USD,18.6,0
7EhMCNP9S3eoqIGmUEZ5hw,USD,19,0
kKOVTi1KTECiQlsza5dLHw,USD,0.99,0
LaRI-zIrQ5yD3FPXUDTf8g,USD,18.51,0
FBA01ltcSdCcLzF1NP8UBw,USD,18.64,0
Kf3w_5Z7TyeAsT_MO6RVfg,USD,18.68,0
888gWfk7T76dPk20oYhjYw,USD,18.77,0
NP0eFx_JTM-OKE9sv9l3tw,USD,18.64,0
FHkQPKe3QoqRaQo2h9TpPg,USD,19.99,0
1QCJ0O11RJKR1IHIkd91MA,USD,18.86,0
zRZ7Ga11RF6hvA2ejJh_BA,USD,18.95,0
XhutuTGMRvOsV6yqh29z6g,USD,18.09,0
72_Rp9pHS7O-SSParymxvA,USD,19.99,0
Oz2z7MhqTciiegdhIHNojg,USD,18.58,0
R1S9dPBgRiWp_9rrknhJCw,USD,19.99,0
ZUX-iApiR7-wK4icsF6_yQ,USD,18.64,0
6n39Qz7VSgKCarfO3sF1Hw,GBP,13.99,0
Cq1I8eoYTgePilAbD_0WoA,USD,19.99,0
L3xLmSDkTCiaGc4IwRwLQA,CAD,9.99,0
3la6OVgxSVa_95yitP-ArA,USD,19.99,0
hT8fXujgR8a_Ut5wJRCOuw,USD,19.18,0
RbT3EQaQT3iY5FV1RMDzEw,USD,18.51,0
9sSl83d7S2qN69JxCe_kDg,EUR,19.99,0
tbqPJ7jFQ3KWNt3SH3nAfQ,GBP,20.99,0
eSU4Zi6iQ6W1pjQp376iAA,USD,19.99,0
C9cqGkVhROuXQqCi86hDzQ,USD,19.99,0
17Ggg2qQR26t1lXRhT3cwg,USD,19.99,0
F1v_JG1AQ-SLKkGj0VHdcg,USD,19.99,0
CBqo8RROSTWm_hH4XdlNCA,USD,19.99,0
C7Ab0KFdTo2WSczKvS7s7w,USD,19.99,0
T8X6rSUaSGC01YprC-aTkw,USD,18.62,0
cbUlBJ8xSmC2AgOs4XaBMQ,USD,19.99,0
xE7nFOsUSq2LXtIiCgmsyQ,USD,19.99,0
C6Su3yHbSz6XM-yfaZEqSA,USD,18.51,0
aT5S6g29TEijFFCLBvI7cw,USD,19.99,0
69pPCtmZRyij5lNmzphuCg,USD,18.75,0
uLa80HaVSnmJJlH4YpZazw,USD,18.81,0
JqMZzURUTT-QKJri4zBEjA,USD,19.99,0
5C9D4X6YRaqVEONcHMNOXQ,USD,18.86,0
0JiyF7MdRA6bjccozZ_TDA,USD,19.99,0
pd7Zy8zQRCSLDXVE0GEJyg,USD,19.99,0
xDxGxKx_Q-KSrx-Wotm71w,USD,6.99,0
dzMY5A2TTROsuxeBUN86wQ,USD,18.44,0
OH0GZcMgTauxRZ6l4ldqew,USD,19.99,0
08e5IMZpT9-4uXzl8uBW9A,USD,18.42,0
0mY6AOtGQjC6TuXcfU9EcA,USD,18.95,0
A-8UUokvTDiuDWkrvJExfQ,USD,19.99,0
kLLodSSsSRKg2C4VZi2Z9w,USD,19.99,0
PexNMeRVSp6Q11vTY2H-jQ,USD,19.99,0
RUP4QeCoTae0OEFk7iKfgA,USD,19.99,0
QhHN7mZURnazRXGcNEYaKg,USD,19.99,0
UcGnQrDfSuWYOofq199cfg,USD,0.99,0
ch2qgTnQTJqj4yJ3hK7S6A,GBP,20.99,0
8eDHMl1lTRmW_W8LVMWbYQ,CAD,19.99,0
a01sCTzmS4GYa090kJRwMA,USD,18.64,0
1IHd3IuQSVOS8gzW30FK0g,USD,0.99,0
yfptSDUkRuWvf0uMsFuVcg,EUR,1.99,0
